1.9218e+09,4.2791e+09,1.2711e+10,2.4581e+10,3.5478e+10,1.9218e+09,4.2735e+09,1.2629e+10,2.4353e+10,3.5321e+10,1.9216e+09,4.2682e+09,1.2618e+10,2.4328e+10,3.5414e+10,1.9219e+09,4.2726e+09,1.2642e+10,2.4411e+10,3.5285e+10
1.9217e+09,4.2882e+09,1.2711e+10,2.4519e+10,3.5336e+10,1.9213e+09,4.2758e+09,1.2613e+10,2.437e+10,3.5408e+10,1.9218e+09,4.276e+09,1.2606e+10,2.433e+10,3.5355e+10,1.9218e+09,4.275e+09,1.2651e+10,2.4424e+10,3.531e+10
1.922e+09,4.2948e+09,1.2697e+10,2.4536e+10,3.5459e+10,1.922e+09,4.2735e+09,1.2623e+10,2.4317e+10,3.5314e+10,1.9219e+09,4.2712e+09,1.2602e+10,2.4381e+10,3.5403e+10,1.9218e+09,4.2831e+09,1.2635e+10,2.4401e+10,3.5316e+10
1.9221e+09,4.3002e+09,1.268e+10,2.4499e+10,3.5354e+10,1.922e+09,4.265e+09,1.2616e+10,2.4334e+10,3.5286e+10,1.9219e+09,4.27e+09,1.2631e+10,2.4412e+10,3.5359e+10,1.9219e+09,4.2806e+09,1.2663e+10,2.4375e+10,3.5434e+10
1.9226e+09,4.2923e+09,1.2707e+10,2.446e+10,3.5416e+10,1.9217e+09,4.2754e+09,1.2611e+10,2.4322e+10,3.5332e+10,1.9218e+09,4.2704e+09,1.2608e+10,2.4423e+10,3.5339e+10,1.922e+09,4.281e+09,1.2654e+10,2.4376e+10,3.5343e+10
1.9219e+09,4.291e+09,1.272e+10,2.4482e+10,3.5391e+10,1.9218e+09,4.2647e+09,1.2594e+10,2.4266e+10,3.5317e+10,1.9216e+09,4.2681e+09,1.2651e+10,2.4336e+10,3.5375e+10,1.922e+09,4.2753e+09,1.2648e+10,2.4421e+10,3.5206e+10
1.9222e+09,4.2905e+09,1.2707e+10,2.4464e+10,3.5239e+10,1.9217e+09,4.2745e+09,1.2615e+10,2.426e+10,3.5323e+10,1.9218e+09,4.2746e+09,1.2627e+10,2.4421e+10,3.5315e+10,1.9218e+09,4.2799e+09,1.2645e+10,2.44e+10,3.5258e+10
1.9218e+09,4.301e+09,1.2714e+10,2.4483e+10,3.5852e+10,1.9216e+09,4.2753e+09,1.2629e+10,2.4333e+10,3.5391e+10,1.9217e+09,4.2752e+09,1.2641e+10,2.4451e+10,3.5313e+10,1.9219e+09,4.2826e+09,1.2659e+10,2.4379e+10,3.5338e+10
1.9219e+09,4.2916e+09,1.2724e+10,2.4388e+10,3.5346e+10,1.9217e+09,4.2722e+09,1.2629e+10,2.4287e+10,3.5351e+10,1.9216e+09,4.2683e+09,1.2628e+10,2.444e+10,3.5267e+10,1.922e+09,4.2769e+09,1.2656e+10,2.4423e+10,3.5263e+10
1.922e+09,4.2976e+09,1.2695e+10,2.4371e+10,3.5374e+10,1.9222e+09,4.2749e+09,1.2592e+10,2.4313e+10,3.5333e+10,1.9216e+09,4.2683e+09,1.262e+10,2.4444e+10,3.5329e+10,1.922e+09,4.2675e+09,1.2635e+10,2.4421e+10,3.5379e+10
