1.8837e+09,1.8834e+09,1.8833e+09,1.8834e+09,1.8833e+09,1.8834e+09,1.8832e+09,1.8836e+09,1.8833e+09,1.8833e+09,1.8835e+09,1.8832e+09,1.8834e+09,1.8833e+09,1.8833e+09,1.8834e+09,1.8832e+09,1.8837e+09,1.8835e+09,1.8835e+09
1.8839e+09,1.8833e+09,1.8835e+09,1.8837e+09,1.8834e+09,1.8834e+09,1.8835e+09,1.8835e+09,1.8834e+09,1.8835e+09,1.8833e+09,1.8836e+09,1.8834e+09,1.8835e+09,1.8836e+09,1.8833e+09,1.8834e+09,1.8835e+09,1.8837e+09,1.8832e+09
1.8835e+09,1.8836e+09,1.8836e+09,1.8834e+09,1.8834e+09,1.8835e+09,1.8834e+09,1.8836e+09,1.8836e+09,1.8836e+09,1.8834e+09,1.8836e+09,1.8835e+09,1.8834e+09,1.8834e+09,1.8835e+09,1.8836e+09,1.8834e+09,1.8833e+09,1.8837e+09
1.8835e+09,1.8834e+09,1.8832e+09,1.8837e+09,1.8833e+09,1.8834e+09,1.8834e+09,1.8835e+09,1.8834e+09,1.8839e+09,1.8834e+09,1.8833e+09,1.8834e+09,1.8836e+09,1.8835e+09,1.8834e+09,1.8836e+09,1.8834e+09,1.8837e+09,1.8834e+09
1.8834e+09,1.8833e+09,1.8835e+09,1.8834e+09,1.8833e+09,1.8834e+09,1.8833e+09,1.8834e+09,1.8831e+09,1.8836e+09,1.8832e+09,1.8835e+09,1.8835e+09,1.8835e+09,1.8835e+09,1.8834e+09,1.8836e+09,1.8837e+09,1.8835e+09,1.8834e+09
1.8833e+09,1.883e+09,1.8835e+09,1.8831e+09,1.883e+09,1.8833e+09,1.8831e+09,1.8835e+09,1.8835e+09,1.8836e+09,1.8836e+09,1.8831e+09,1.8836e+09,1.8834e+09,1.8837e+09,1.8835e+09,1.8834e+09,1.8834e+09,1.8836e+09,1.8837e+09
1.8837e+09,1.8833e+09,1.8834e+09,1.8835e+09,1.8835e+09,1.8835e+09,1.8835e+09,1.8835e+09,1.8835e+09,1.8834e+09,1.8834e+09,1.8833e+09,1.8837e+09,1.8834e+09,1.8836e+09,1.8836e+09,1.8836e+09,1.8836e+09,1.8834e+09,1.8835e+09
1.8832e+09,1.8833e+09,1.8833e+09,1.8837e+09,1.8833e+09,1.8834e+09,1.8834e+09,1.884e+09,1.8835e+09,1.8835e+09,1.8834e+09,1.8833e+09,1.8831e+09,1.8834e+09,1.8837e+09,1.8836e+09,1.8834e+09,1.8835e+09,1.8837e+09,1.8835e+09
1.8835e+09,1.8832e+09,1.8834e+09,1.8834e+09,1.8833e+09,1.8836e+09,1.8839e+09,1.884e+09,1.8839e+09,1.883e+09,1.8834e+09,1.8837e+09,1.8832e+09,1.8834e+09,1.8836e+09,1.8833e+09,1.8835e+09,1.8834e+09,1.8835e+09,1.8836e+09
1.8835e+09,1.8833e+09,1.8836e+09,1.8832e+09,1.8836e+09,1.8836e+09,1.8835e+09,1.8836e+09,1.8835e+09,1.8832e+09,1.8834e+09,1.8833e+09,1.8835e+09,1.8833e+09,1.8834e+09,1.8834e+09,1.8836e+09,1.8836e+09,1.8836e+09,1.8833e+09
1.8837e+09,1.8832e+09,1.8832e+09,1.8836e+09,1.8834e+09,1.8834e+09,1.8836e+09,1.8836e+09,1.8835e+09,1.8836e+09,1.8835e+09,1.8836e+09,1.8834e+09,1.8835e+09,1.8832e+09,1.8835e+09,1.8834e+09,1.8835e+09,1.8838e+09,1.8832e+09
